6680,saab,292h,1986,hatchback
6681,peugeot,258g,2004,terenowy
6682,honda,27f,1986,pickup
6683,audi,235a,1980,hatchback
6684,alfa romeo,236a,1986,hatchback
6685,hyundai,209a,2011,hatchback
6686,fiat,263g,2017,sedan
6687,bmw,159a,1979,terenowy
6688,bmw,195f,1976,sedan
6689,peugeot,50h,1974,terenowy
6690,renault,37e,2005,crossover
6691,fiat,217d,2009,sedan
6692,lancia,19g,1976,sedan
6693,hyundai,280e,2014,ciezarowy
6694,alfa romeo,247d,1975,kombi
6695,ford,182a,1978,pickup
6696,jeep,23g,1996,kombi
6697,volkswagen,143b,2000,crossover
6698,mazda,40e,2012,hatchback
6699,opel,72b,1977,suv
6700,jeep,165d,1997,terenowy
6701,lancia,82b,2018,crossover
6702,ford,259a,1973,pickup
6703,jeep,259f,1982,terenowy
6704,volvo,211h,2005,sedan
6705,saab,96c,2021,terenowy
6706,hyundai,66b,2013,suv
6707,jeep,111d,1988,terenowy
6708,renault,156b,2017,crossover
6709,saab,229h,1989,ciezarowy
6710,saab,172b,1999,hatchback
6711,polonez,283e,1995,hatchback
6712,renault,272f,1993,terenowy
6713,volkswagen,48f,1973,suv
6714,saab,158d,2012,ciezarowy
6715,mazda,119a,1992,terenowy
6716,lancia,179e,2017,suv
6717,citroen,262h,2014,ciezarowy
6718,volvo,205e,2000,ciezarowy
6719,lancia,30g,1986,suv
6720,alfa romeo,270b,2015,crossover
6721,ford,58b,1976,terenowy
6722,fiat,247a,1986,hatchback
6723,citroen,61h,2013,suv
6724,hyundai,67h,1969,pickup
6725,jeep,73f,1986,pickup
6726,opel,230g,2012,hatchback
6727,renault,300d,1975,pickup
6728,polonez,155c,1975,terenowy
6729,lancia,57d,2019,sedan
6730,hyundai,294g,1985,sedan
6731,cadillac,128a,2001,sedan
6732,volvo,223f,1998,terenowy
6733,saab,194f,2020,kombi
6734,bmw,80g,1988,terenowy
6735,peugeot,110c,2012,ciezarowy
6736,volkswagen,7e,2008,kombi
6737,opel,269b,2007,hatchback
6738,mercedes,233a,2013,crossover
6739,lancia,71h,2011,crossover
6740,volkswagen,120d,1976,pickup
6741,cadillac,39d,1988,terenowy
6742,saab,295e,1969,terenowy
6743,ford,123d,1981,hatchback
6744,fiat,200d,2012,hatchback
6745,ford,61g,2016,terenowy
6746,audi,1f,2000,hatchback
6747,mazda,36a,1996,terenowy
6748,bmw,262d,2008,terenowy
6749,mazda,59f,2005,crossover
6750,jeep,41a,2007,crossover
6751,cadillac,139h,2002,terenowy
6752,opel,143f,1969,pickup
6753,audi,26e,2008,sedan
6754,cadillac,36g,2013,terenowy
6755,cadillac,286h,1999,ciezarowy
6756,bmw,84c,1976,sedan
6757,bmw,69a,1990,pickup
6758,fiat,188a,1978,hatchback
6759,jeep,184d,1979,suv
6760,mercedes,164f,2020,terenowy
6761,citroen,122a,2009,ciezarowy
6762,opel,241d,1996,terenowy
6763,mazda,16c,1990,crossover
6764,polonez,14a,1995,hatchback
6765,cadillac,144g,2010,crossover
6766,honda,189h,1984,terenowy
6767,mazda,226h,1981,suv
6768,honda,82c,2004,hatchback
6769,lancia,32c,1997,crossover
6770,saab,34a,2003,sedan
6771,volkswagen,196h,2015,pickup
6772,mercedes,127g,1975,suv
6773,bmw,228a,1969,terenowy
6774,fiat,35d,2001,ciezarowy
6775,peugeot,186h,2016,crossover
6776,opel,285g,1991,kombi
6777,fiat,271e,2010,terenowy
6778,saab,127a,1987,crossover
6779,jeep,258c,1984,sedan
6780,opel,161f,2011,ciezarowy
6781,honda,122c,2014,ciezarowy
6782,renault,246h,1980,sedan
6783,honda,5c,1976,hatchback
6784,hyundai,8d,1990,crossover
6785,renault,262a,2019,suv
6786,alfa romeo,49e,1973,crossover
6787,renault,109g,1978,sedan
6788,citroen,142e,1974,suv
6789,honda,232e,2007,ciezarowy
6790,ford,86a,1991,crossover
6791,opel,74e,1970,sedan
6792,opel,118e,1991,crossover
6793,lancia,120a,2003,kombi
6794,renault,268e,1982,terenowy
6795,mazda,38b,1984,pickup
6796,ford,143f,1992,sedan
6797,jeep,254d,2006,terenowy
6798,honda,213g,1974,suv
6799,cadillac,193d,2016,pickup
6800,ford,21f,2014,suv
6801,ford,280f,1983,kombi
6802,cadillac,281g,1974,kombi
6803,renault,300g,2010,crossover
6804,saab,90a,1982,pickup
6805,saab,298e,1982,kombi
6806,fiat,56d,1997,pickup
6807,jeep,47e,1973,suv
6808,citroen,93f,1999,terenowy
6809,jeep,72g,1980,suv
6810,peugeot,163a,1971,terenowy
6811,volkswagen,144g,2002,crossover
6812,polonez,45b,1988,sedan
6813,honda,244h,1978,crossover
6814,honda,259e,2020,pickup
6815,cadillac,200f,2017,suv
6816,jeep,81a,1968,pickup
6817,renault,65c,2009,crossover
6818,audi,16a,1996,sedan
6819,volvo,238c,1979,hatchback
6820,honda,300h,1984,kombi
6821,hyundai,120c,1979,pickup
6822,cadillac,35b,2002,kombi
6823,peugeot,7c,2003,hatchback
6824,honda,159f,1976,crossover
6825,volvo,188f,1992,pickup
6826,lancia,165d,2020,kombi
6827,citroen,281g,1979,crossover
6828,opel,271a,2009,terenowy
6829,hyundai,19h,1999,hatchback
6830,ford,159d,1991,terenowy
6831,fiat,117g,2000,kombi
6832,saab,261a,2015,hatchback
6833,polonez,99g,1974,ciezarowy
6834,volvo,94a,1993,sedan
6835,polonez,65d,1981,crossover
6836,citroen,180d,2012,suv
6837,volkswagen,166d,1973,sedan
6838,opel,161e,1996,hatchback
6839,renault,248h,1976,hatchback
6840,alfa romeo,252c,2020,suv
6841,ford,240c,1970,crossover
6842,audi,135g,2008,sedan
6843,volvo,8g,1973,terenowy
6844,ford,15c,2002,sedan
6845,bmw,40b,2015,hatchback
6846,fiat,264a,1970,crossover
6847,cadillac,36c,1995,crossover
6848,peugeot,126g,2008,suv
6849,volkswagen,216a,2006,suv
6850,bmw,201f,1995,sedan
6851,lancia,225d,1970,sedan
6852,bmw,60h,2012,hatchback
6853,opel,65c,1979,ciezarowy
6854,cadillac,156c,2005,sedan
6855,hyundai,8f,1985,crossover
6856,audi,193f,2019,crossover
6857,jeep,198h,1994,suv
6858,jeep,187h,1968,sedan
6859,renault,201b,1998,sedan
6860,hyundai,12d,1991,kombi
6861,audi,176c,2010,crossover
6862,peugeot,84g,1974,ciezarowy
6863,peugeot,21e,1986,terenowy
6864,audi,246f,2004,hatchback
6865,opel,142e,1973,ciezarowy
6866,fiat,124f,2016,suv
6867,audi,176f,2021,terenowy
6868,citroen,98d,1982,kombi
6869,saab,201b,2018,hatchback
6870,ford,257c,1969,sedan
6871,lancia,206b,2008,suv
6872,volvo,291c,2009,kombi
6873,bmw,280a,1975,suv
6874,alfa romeo,27c,1992,suv
6875,renault,161f,2000,crossover
6876,volkswagen,38d,1979,kombi
6877,ford,188a,2009,hatchback
6878,peugeot,145d,1996,kombi
6879,cadillac,224b,2008,terenowy
6880,opel,281c,1973,suv
6881,fiat,54e,2020,pickup
6882,renault,129g,1983,hatchback
6883,mazda,158b,2019,crossover
6884,lancia,215g,1972,hatchback
6885,polonez,3b,1969,ciezarowy
6886,citroen,55d,2005,kombi
6887,jeep,121e,1994,terenowy
6888,mercedes,17h,2010,pickup
6889,volkswagen,206c,1974,suv
6890,peugeot,254h,2011,sedan
6891,peugeot,151a,1995,pickup
6892,opel,14e,1981,sedan
6893,saab,142f,2021,kombi
6894,hyundai,204a,2006,sedan
6895,peugeot,6h,1977,sedan
6896,bmw,85a,1976,suv
6897,peugeot,193d,2014,crossover
6898,lancia,285d,2007,ciezarowy
6899,ford,230g,1989,terenowy
6900,polonez,268h,1998,kombi
6901,honda,159f,2005,kombi
6902,cadillac,182f,2020,terenowy
6903,citroen,27d,1983,suv
6904,bmw,111c,1972,kombi
6905,opel,10a,1986,terenowy
6906,opel,286h,1980,hatchback
6907,ford,203e,1991,kombi
6908,peugeot,33a,2015,pickup
6909,jeep,193g,1983,sedan
6910,hyundai,185b,1976,sedan
6911,hyundai,273c,1997,terenowy
6912,volvo,265g,2005,sedan
6913,saab,216g,1984,crossover
6914,alfa romeo,128f,2001,sedan
6915,cadillac,75b,2006,terenowy
6916,volkswagen,245a,1989,suv
6917,honda,276g,2000,hatchback
6918,bmw,96h,1997,hatchback
6919,jeep,232e,1973,suv
6920,cadillac,6f,2013,crossover
6921,volvo,99b,2006,pickup
6922,ford,85f,1996,suv
6923,hyundai,257g,1986,kombi
6924,polonez,147a,1978,hatchback
6925,opel,297g,1998,kombi
6926,ford,207e,2003,kombi
6927,saab,293d,1973,terenowy
6928,mercedes,274g,1989,pickup
6929,ford,293a,1999,sedan
6930,mazda,189a,1997,kombi
6931,fiat,7e,2019,terenowy
6932,fiat,17h,2012,terenowy
6933,cadillac,62h,2018,pickup
6934,lancia,133d,1993,terenowy
6935,peugeot,166d,1994,kombi
6936,volvo,239f,1999,suv
6937,peugeot,250e,1991,terenowy
6938,fiat,5b,1979,kombi
6939,citroen,13e,1968,sedan
6940,hyundai,258b,1994,ciezarowy
6941,renault,60h,2020,terenowy
6942,renault,193h,1976,pickup
6943,hyundai,107h,1988,sedan
6944,ford,274a,2010,kombi
6945,citroen,5c,1985,crossover
6946,citroen,103g,2018,terenowy
6947,renault,299a,1988,sedan
6948,ford,151a,2015,hatchback
6949,renault,218a,1980,sedan
6950,alfa romeo,152e,1994,suv
6951,jeep,278e,1968,crossover
6952,opel,193f,1994,sedan
6953,volvo,269h,2005,ciezarowy
6954,mercedes,95g,1973,suv
6955,opel,206b,1980,ciezarowy
6956,renault,17c,1969,ciezarowy
6957,cadillac,17d,1995,terenowy
6958,cadillac,90e,2001,pickup
6959,alfa romeo,206e,1998,suv
6960,fiat,22g,1971,suv
6961,ford,104g,1992,sedan
6962,peugeot,185e,1972,terenowy
6963,ford,100g,1971,ciezarowy
6964,peugeot,119b,1998,terenowy
6965,bmw,143c,2017,hatchback
6966,fiat,178a,1995,crossover
6967,ford,260e,1986,terenowy
6968,bmw,176d,2019,kombi
6969,opel,282h,2015,terenowy
6970,peugeot,278g,2006,terenowy
6971,lancia,142c,1979,terenowy
6972,honda,12g,1979,ciezarowy
6973,volvo,212g,2018,suv
6974,lancia,61a,2020,pickup
6975,audi,148f,2016,kombi
6976,saab,144f,1991,kombi
6977,mazda,165c,2011,pickup
6978,saab,43e,1982,ciezarowy
6979,opel,86d,1986,terenowy
6980,bmw,109g,2003,ciezarowy
6981,ford,119g,1997,kombi
6982,alfa romeo,86a,2007,pickup
6983,jeep,288h,1975,pickup
6984,opel,257b,1969,sedan
6985,bmw,23a,1970,hatchback
6986,honda,192g,1976,suv
6987,opel,256d,1979,terenowy
6988,mazda,186g,1994,kombi
6989,honda,150a,1996,hatchback
6990,cadillac,189h,2020,crossover
6991,bmw,294h,2001,kombi
6992,lancia,205h,1974,sedan
6993,cadillac,75d,2011,crossover
6994,ford,112e,1975,kombi
6995,volvo,22d,1993,sedan
6996,hyundai,136c,1975,crossover
6997,opel,38b,1999,crossover
6998,fiat,27c,2018,pickup
6999,mazda,152d,1970,crossover
7000,cadillac,74d,1990,ciezarowy
7001,peugeot,134a,1985,pickup
7002,fiat,293f,1972,hatchback
7003,fiat,104c,1975,crossover
7004,saab,299g,1999,kombi
7005,lancia,33b,1986,kombi
7006,polonez,52g,1973,sedan
7007,volkswagen,122g,2002,terenowy
7008,volkswagen,198h,2001,pickup
7009,mercedes,292e,2011,kombi
7010,renault,162h,2009,pickup
7011,polonez,81d,2013,ciezarowy
7012,peugeot,34a,2004,ciezarowy
7013,renault,34g,1986,crossover
7014,fiat,252b,1994,hatchback
7015,jeep,26c,1995,crossover
7016,volkswagen,28h,2004,kombi
7017,mercedes,179e,1984,sedan
7018,saab,6g,2004,terenowy
7019,fiat,7f,2008,terenowy
7020,jeep,54h,1992,kombi
7021,renault,141f,1980,hatchback
7022,alfa romeo,155e,1980,kombi
7023,opel,252h,2002,kombi
7024,polonez,38e,2007,pickup
7025,fiat,167c,2020,hatchback
7026,jeep,52f,1991,ciezarowy
7027,hyundai,62e,1995,hatchback
7028,honda,176g,1986,suv
7029,mercedes,129h,1969,suv
7030,cadillac,170g,1971,hatchback
7031,opel,19c,2002,sedan
7032,volkswagen,283f,2021,terenowy
7033,alfa romeo,266g,2018,ciezarowy
7034,audi,229d,2004,kombi
7035,cadillac,215h,1969,pickup
7036,renault,185b,2016,pickup
7037,renault,271d,2021,sedan
7038,mazda,156a,1989,crossover
7039,opel,272d,1981,suv
7040,volvo,22d,1993,pickup
7041,volkswagen,155c,1989,ciezarowy
7042,audi,175h,2004,sedan
7043,polonez,6c,2000,terenowy
7044,renault,86d,2013,pickup
7045,opel,191a,1987,crossover
7046,jeep,200d,1982,terenowy
7047,peugeot,129g,2017,pickup
7048,volkswagen,197d,2017,crossover
7049,ford,274e,2020,sedan
7050,honda,254h,1995,terenowy
7051,cadillac,254b,1979,pickup
7052,polonez,38f,1985,hatchback
7053,opel,2f,1992,terenowy
7054,peugeot,145e,2010,pickup
7055,alfa romeo,89h,2000,ciezarowy
7056,citroen,32a,2014,sedan
7057,bmw,142a,1978,ciezarowy
7058,opel,158b,1994,kombi
7059,alfa romeo,168b,1977,sedan
7060,ford,147e,1983,pickup
7061,opel,76f,1978,terenowy
7062,bmw,86c,2015,ciezarowy
7063,lancia,12d,2014,ciezarowy
7064,hyundai,57e,1987,suv
7065,mazda,249g,1996,terenowy
7066,polonez,236f,2010,ciezarowy
7067,audi,32a,1984,terenowy
7068,lancia,236e,1973,pickup
7069,fiat,110h,1974,sedan
7070,audi,147b,2005,ciezarowy
7071,bmw,69e,2004,crossover
7072,bmw,127d,1994,hatchback
7073,hyundai,133h,1972,crossover
7074,ford,51h,1995,hatchback
7075,honda,17f,1993,terenowy
7076,lancia,213f,1977,pickup
7077,cadillac,285b,2003,ciezarowy
7078,fiat,268d,2020,terenowy
7079,peugeot,200h,1992,ciezarowy
7080,renault,165d,1986,crossover
7081,volkswagen,247h,1995,ciezarowy
7082,lancia,268b,1968,hatchback
7083,mazda,249d,2006,crossover
7084,cadillac,42d,2002,crossover
7085,cadillac,66g,1995,pickup
7086,audi,61a,1993,sedan
7087,bmw,111g,2010,crossover
7088,polonez,49f,1983,terenowy
7089,honda,118h,1980,sedan
7090,mazda,109d,2006,hatchback
7091,hyundai,49d,1990,pickup
7092,bmw,159f,1970,terenowy
7093,lancia,226f,2020,pickup
7094,volvo,99e,2017,pickup
7095,mercedes,225h,2004,pickup
7096,bmw,110g,2015,kombi
7097,volvo,159g,1994,crossover
7098,lancia,291b,2021,ciezarowy
7099,opel,222g,1987,sedan
7100,hyundai,176h,2000,suv
7101,lancia,172a,1977,terenowy
7102,audi,231d,1986,kombi
7103,fiat,100d,2011,suv
7104,audi,278f,1971,suv
7105,cadillac,93h,1999,hatchback
7106,opel,26h,2018,sedan
7107,jeep,189d,1978,pickup
7108,mazda,155d,1998,terenowy
7109,audi,171c,1971,crossover
7110,hyundai,204h,2007,kombi
7111,ford,290b,2005,ciezarowy
7112,lancia,44e,1983,terenowy
7113,volvo,261f,1998,suv
7114,opel,287e,1999,crossover
7115,lancia,205c,2011,hatchback
7116,honda,152b,1977,terenowy
7117,lancia,255b,1989,terenowy
7118,alfa romeo,112e,2003,terenowy
7119,volkswagen,263h,1990,ciezarowy
7120,volkswagen,1f,1972,terenowy
7121,bmw,17f,1980,sedan
7122,peugeot,92e,1982,pickup
7123,peugeot,258e,1997,crossover
7124,alfa romeo,152b,2011,suv
7125,cadillac,109a,2014,hatchback
7126,mercedes,79f,2020,terenowy
7127,volkswagen,157g,1992,hatchback
7128,mercedes,32e,1994,crossover
7129,opel,206f,2018,suv
7130,lancia,52g,1986,kombi
7131,saab,184g,1973,terenowy
7132,mercedes,202a,2008,crossover
7133,audi,230e,2014,terenowy
7134,bmw,261g,1968,pickup
7135,cadillac,100h,2011,ciezarowy
7136,ford,256c,1973,terenowy
7137,volvo,132a,2012,sedan
7138,fiat,118h,1984,crossover
7139,hyundai,242h,2019,ciezarowy
7140,saab,167f,1984,crossover
7141,mazda,71e,1992,hatchback
7142,mazda,135a,2003,ciezarowy
7143,lancia,36g,1980,pickup
7144,mazda,161d,1987,hatchback
7145,polonez,289a,1991,ciezarowy
7146,mercedes,286f,2012,kombi
7147,audi,28a,1983,terenowy
7148,hyundai,49h,2001,terenowy
7149,volvo,50e,1981,pickup
7150,bmw,125c,1997,hatchback
7151,mercedes,152h,1983,terenowy
7152,opel,289e,2011,kombi
7153,volkswagen,184b,1985,crossover
7154,honda,146h,1986,hatchback
7155,renault,258b,1974,ciezarowy
7156,volkswagen,20c,1973,crossover
7157,lancia,123e,1981,terenowy
7158,polonez,150h,1997,crossover
7159,lancia,106d,1974,kombi
7160,mazda,275a,1982,terenowy
7161,bmw,128f,2012,terenowy
7162,mazda,11e,1991,suv
7163,ford,50a,1999,pickup
7164,audi,104f,2021,sedan
7165,jeep,92h,2016,sedan
7166,alfa romeo,204f,2014,ciezarowy
7167,fiat,26d,2013,ciezarowy
7168,audi,47f,1996,terenowy
7169,peugeot,30c,1991,sedan
7170,volkswagen,101h,2021,hatchback
7171,volvo,294e,2017,ciezarowy
7172,hyundai,66b,2002,suv
7173,hyundai,152c,1975,suv
7174,ford,270e,1988,ciezarowy
7175,ford,54f,1983,terenowy
7176,mercedes,121f,1990,terenowy
7177,renault,272c,1973,crossover
7178,citroen,247f,1979,sedan
7179,mercedes,23g,2002,terenowy
7180,citroen,25b,2021,crossover
7181,alfa romeo,54b,1991,crossover
7182,volkswagen,207c,2012,pickup
7183,opel,272e,1991,kombi
7184,saab,280a,2001,crossover
7185,mercedes,14c,1992,hatchback
7186,bmw,222h,1971,hatchback
7187,ford,45a,1996,hatchback
7188,bmw,256d,2016,pickup
7189,audi,272h,2016,terenowy
7190,polonez,79d,1988,kombi
7191,opel,181c,2021,terenowy
7192,saab,282b,1990,kombi
7193,volkswagen,88c,1970,crossover
7194,lancia,168d,1982,pickup
7195,mercedes,97h,1977,sedan
7196,mercedes,196a,1970,pickup
7197,alfa romeo,220c,2021,crossover
7198,peugeot,124f,1972,sedan
7199,saab,10d,1978,terenowy
7200,volvo,101d,1975,crossover
7201,opel,291b,1971,sedan
7202,jeep,57d,1971,hatchback
7203,saab,295g,1979,terenowy
7204,volkswagen,92b,1969,hatchback
7205,mercedes,139f,1999,suv
7206,saab,298a,2017,suv
7207,mercedes,9a,1987,suv
7208,volvo,237h,2011,kombi
7209,audi,43g,1999,suv
7210,polonez,28h,1968,kombi
7211,citroen,241d,1969,hatchback
7212,alfa romeo,148a,2013,ciezarowy
7213,fiat,77h,1995,pickup
7214,audi,53c,1968,ciezarowy
7215,renault,28c,1974,kombi
7216,cadillac,263d,1985,sedan
7217,honda,156e,1984,crossover
7218,lancia,12d,2011,ciezarowy
7219,ford,216c,2011,ciezarowy
7220,honda,208b,1989,kombi
7221,volvo,195e,2010,ciezarowy
7222,cadillac,56h,2016,hatchback
7223,polonez,50h,2006,ciezarowy
7224,alfa romeo,62g,1995,suv
7225,fiat,49a,1976,kombi
7226,cadillac,21g,1981,suv
7227,opel,56h,1976,pickup
7228,opel,49f,2002,ciezarowy
7229,hyundai,285h,1994,sedan
7230,hyundai,16f,1976,hatchback
7231,hyundai,170b,2011,sedan
7232,opel,230e,2018,pickup
7233,bmw,245f,1971,ciezarowy
7234,volkswagen,128d,2014,kombi
7235,hyundai,71b,2016,suv
7236,mazda,90a,2015,kombi
7237,lancia,255f,1972,suv
7238,hyundai,294e,1983,crossover
7239,alfa romeo,63h,1986,pickup
7240,alfa romeo,103f,1971,kombi
7241,mazda,82e,1993,kombi
7242,jeep,29a,1992,hatchback
7243,cadillac,185a,1969,hatchback
7244,mazda,173c,1996,suv
7245,honda,103c,2010,terenowy
7246,citroen,199g,1996,suv
7247,citroen,146c,1983,crossover
7248,jeep,216d,2004,crossover
7249,cadillac,176f,2016,sedan
7250,saab,196c,1980,sedan
7251,bmw,262g,2005,kombi
7252,renault,269g,1980,crossover
7253,polonez,213g,2019,sedan
7254,ford,144d,1982,pickup
7255,hyundai,197g,1971,terenowy
7256,lancia,240a,1985,kombi
7257,polonez,46h,1976,ciezarowy
7258,ford,241g,1977,sedan
7259,audi,192d,1972,hatchback
7260,bmw,114f,2001,hatchback
7261,volkswagen,136h,1996,sedan
7262,hyundai,73e,2008,kombi
7263,alfa romeo,11h,1970,terenowy
7264,fiat,179c,1971,hatchback
7265,jeep,94a,1999,hatchback
7266,ford,272g,1971,terenowy
7267,hyundai,162b,2004,kombi
7268,audi,181g,1971,hatchback
7269,lancia,27h,1980,pickup
7270,volvo,172g,1973,hatchback
7271,cadillac,72h,1999,kombi
7272,jeep,65g,2007,crossover
7273,peugeot,89f,1981,suv
7274,cadillac,38b,1998,hatchback
7275,polonez,124f,2015,suv
7276,saab,82a,1998,terenowy
7277,saab,189d,1968,ciezarowy
7278,polonez,158h,1990,ciezarowy
7279,opel,115c,1996,ciezarowy
7280,polonez,145h,1993,crossover
7281,fiat,19c,1996,pickup
7282,peugeot,234g,1973,suv
7283,jeep,209g,1982,suv
7284,mazda,86b,1971,pickup
7285,volvo,112b,1969,terenowy
7286,peugeot,221d,1970,sedan
7287,peugeot,142f,2017,sedan
7288,honda,95d,2008,terenowy
7289,cadillac,232b,2001,sedan
7290,citroen,267d,1984,pickup
7291,opel,190d,1976,ciezarowy
7292,volkswagen,282d,1972,crossover
7293,renault,9e,2002,crossover
7294,ford,135a,1997,sedan
7295,audi,277a,1986,suv
7296,peugeot,132h,2004,hatchback
7297,hyundai,99h,1991,kombi
7298,citroen,149b,2014,pickup
7299,jeep,125h,2005,kombi
7300,honda,241d,1980,ciezarowy
7301,alfa romeo,88c,2013,hatchback
7302,ford,241a,1979,crossover
7303,hyundai,168a,1974,pickup
7304,mazda,25h,1980,suv
7305,polonez,133d,1999,crossover
7306,ford,112g,1993,suv
7307,cadillac,7e,1973,terenowy
7308,fiat,230h,2003,kombi
7309,honda,164h,1978,kombi
7310,polonez,286g,2020,pickup
7311,volkswagen,12b,1992,terenowy
7312,volkswagen,232b,1995,sedan
7313,ford,62e,1998,terenowy
7314,ford,280b,1991,ciezarowy
7315,mazda,124f,2000,suv
7316,polonez,231f,1988,ciezarowy
7317,mazda,258c,1998,kombi
7318,saab,140c,2006,terenowy
7319,alfa romeo,35a,1970,terenowy
7320,peugeot,81g,1971,crossover
7321,citroen,257c,2007,hatchback
7322,honda,164d,2005,pickup
7323,bmw,225a,1996,suv
7324,opel,83e,2001,kombi
7325,jeep,91c,1991,suv
7326,saab,5g,1997,kombi
7327,hyundai,41d,1987,suv
7328,jeep,93b,2013,sedan
7329,jeep,272d,1987,crossover
7330,fiat,28e,2008,suv
7331,citroen,176f,1997,sedan
7332,citroen,122a,1980,crossover
7333,honda,32e,2007,kombi
7334,citroen,120h,1979,kombi
7335,volkswagen,158e,1980,crossover
7336,saab,63h,1999,pickup
7337,mercedes,194f,1994,pickup
7338,hyundai,14h,1975,sedan
7339,ford,45e,2007,kombi
7340,volkswagen,9d,1993,hatchback
7341,fiat,203b,2000,kombi
7342,renault,171g,1997,kombi
7343,honda,177a,2001,suv
7344,hyundai,105c,1992,sedan
7345,honda,288g,1994,sedan
7346,ford,49d,1969,kombi
7347,volkswagen,182f,2004,kombi
7348,peugeot,97d,2010,terenowy
7349,cadillac,163e,2015,sedan
7350,polonez,45a,1969,terenowy
7351,volvo,291e,2010,hatchback
7352,fiat,79c,1994,suv
7353,ford,172b,2005,ciezarowy
7354,jeep,258d,1986,ciezarowy
7355,cadillac,200c,1994,pickup
7356,cadillac,132a,2015,kombi
7357,saab,272c,1968,pickup
7358,honda,104d,1976,suv
7359,audi,100a,1983,hatchback
7360,citroen,73c,1978,pickup
7361,audi,236h,1990,terenowy
7362,jeep,205b,1972,terenowy
7363,renault,183e,2002,ciezarowy
7364,cadillac,24b,1997,sedan
7365,lancia,284d,2010,terenowy
7366,bmw,260a,1980,sedan
7367,fiat,279b,2004,kombi
7368,bmw,268a,2008,kombi
7369,lancia,46b,1999,pickup
7370,hyundai,89g,1993,sedan
7371,jeep,240c,1988,pickup
7372,cadillac,142g,2000,crossover
7373,alfa romeo,27b,2016,suv
7374,peugeot,140d,1998,kombi
7375,polonez,267g,2020,crossover
7376,fiat,62g,1994,hatchback
7377,lancia,248e,1986,sedan
7378,mazda,96c,2003,ciezarowy
7379,mercedes,131h,2014,hatchback
7380,hyundai,201d,1994,terenowy
7381,lancia,291d,1996,terenowy
7382,mercedes,128f,2017,sedan
7383,bmw,255c,2007,sedan
7384,hyundai,51f,1991,sedan
7385,lancia,119c,2014,pickup
7386,mazda,240c,1977,sedan
7387,fiat,224e,1981,crossover
7388,audi,274b,1997,hatchback
7389,audi,109g,1987,pickup
7390,bmw,151f,2020,suv
7391,renault,13f,2000,crossover
7392,opel,286b,2004,ciezarowy
7393,volkswagen,79e,2000,suv
7394,cadillac,20e,1989,crossover
7395,mercedes,238f,2007,kombi
7396,hyundai,155g,2016,crossover
7397,lancia,81g,1981,hatchback
7398,fiat,94a,1997,terenowy
7399,fiat,285f,1994,pickup
7400,peugeot,112a,1984,ciezarowy
7401,polonez,277a,2017,hatchback
7402,alfa romeo,239g,1973,kombi
7403,mazda,29f,2017,suv
7404,polonez,14e,2018,sedan
7405,cadillac,40c,1998,pickup
7406,alfa romeo,218h,1982,kombi
7407,volvo,6b,2017,kombi
7408,volkswagen,251f,1982,kombi
7409,polonez,271h,1979,sedan
7410,renault,208a,1972,crossover
7411,mazda,203a,2004,kombi
7412,polonez,106c,2008,sedan
7413,fiat,49f,1985,ciezarowy
7414,alfa romeo,54b,1992,hatchback
7415,hyundai,116f,1993,pickup
7416,citroen,215c,1984,crossover
7417,volvo,273b,1995,kombi
7418,honda,115a,1975,sedan
7419,opel,27d,1974,hatchback
7420,audi,147f,1990,suv
7421,honda,281f,2015,kombi
7422,volkswagen,132g,1977,hatchback
7423,volkswagen,77a,2011,hatchback
7424,mazda,94b,2016,kombi
7425,renault,138c,1994,suv
7426,fiat,142b,2021,kombi
7427,volkswagen,297b,1975,hatchback
7428,peugeot,108g,2010,ciezarowy
7429,mercedes,169g,2021,kombi
7430,hyundai,35f,1971,hatchback
7431,volkswagen,118d,2011,terenowy
7432,ford,263a,1983,crossover
7433,cadillac,295d,1994,ciezarowy
7434,bmw,71a,1980,sedan
7435,renault,64e,2017,kombi
7436,ford,160e,2009,terenowy
7437,mercedes,8g,2020,suv
7438,volvo,30e,1969,kombi
7439,citroen,295f,2000,crossover
7440,fiat,277f,1994,suv
7441,volkswagen,239g,1996,pickup
7442,audi,7d,2018,sedan
7443,peugeot,257d,1992,hatchback
7444,mazda,220f,2005,hatchback
7445,hyundai,158a,2013,terenowy
7446,jeep,214f,2017,terenowy
7447,lancia,208f,1986,sedan
7448,volkswagen,31g,1979,pickup
7449,jeep,112a,1973,suv
7450,bmw,34a,2003,hatchback
7451,cadillac,31f,2004,hatchback
7452,opel,268h,1996,ciezarowy
7453,alfa romeo,9h,2016,crossover
7454,renault,292f,2012,sedan
7455,mercedes,163b,1968,terenowy
7456,volvo,205d,1982,hatchback
7457,audi,128d,2018,sedan
7458,bmw,244d,2014,pickup
7459,cadillac,41g,1997,ciezarowy
7460,honda,198c,2012,crossover
7461,mazda,203g,1992,suv
7462,bmw,269a,2008,kombi
7463,hyundai,21b,1970,kombi
7464,volvo,160e,1975,pickup
7465,renault,168g,1986,crossover
7466,alfa romeo,131a,1996,suv
7467,peugeot,200b,1984,ciezarowy
7468,volkswagen,168d,1992,hatchback
7469,volvo,165b,2012,sedan
7470,honda,27c,2008,crossover
7471,citroen,205h,1979,pickup
7472,saab,152a,2021,sedan
7473,peugeot,191h,1969,crossover
